national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description,image_path
55,I,golduck,Golduck,water,,Duck Pokémon,50.2,49.8,1.7,76.6,75,5120,80,82,78,95,80,85,Damp,Cloud Nine,,Swift Swim,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Psyduck,Level ,Golduck,,,,,,,,"This Pokémon lives in gently flowing rivers. It paddles through the water with its long limbs, putting its graceful swimming skills on display.",pokemon_images/Golduck.jpg
56,I,mankey,Mankey,fighting,,Pig Monkey Pokémon,50,50,0.5,28.0,190,5120,40,80,35,35,45,70,Vital Spirit,Anger Point,,Defiant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Mankey,Level ,Primeape,,,,,,,,An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.,pokemon_images/Mankey.jpg
57,I,primeape,Okorizaru,fighting,,Pig Monkey Pokémon,50,50,1.0,32.0,75,5120,65,105,60,60,70,95,Vital Spirit,Anger Point,,Defiant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Mankey,Level ,Primeape,,,,,,,,It stops being angry only when nobody else is around. To view this moment is very difficult.,pokemon_images/Primeape.jpg
58,I,growlithe,Gardie,fire,,Puppy Pokémon,75.49,24.51,0.7,19.0,190,5120,55,70,45,70,50,60,Intimidate,Flash Fire,,Justified,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Growlithe,Use Fire Stone,Arcanine,,,,,,,,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,pokemon_images/Growlithe.jpg
59,I,arcanine,Windie,fire,,Legendary Pokémon,75.49,24.51,1.9,155.0,75,5120,90,110,80,100,80,95,Intimidate,Flash Fire,,Justified,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Growlithe,Use Fire Stone,Arcanine,,,,,,,,"The sight of it running over 6,200 miles in a single day and night has captivated many people.",pokemon_images/Arcanine.jpg
60,I,poliwag,Nyoromo,water,,Tadpole Pokémon,50.2,49.8,0.6,12.4,255,5120,40,50,40,40,40,90,Water Absorb,Damp,,Swift Swim,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Poliwag,Level,Poliwhirl,Use Water Stone,Poliwrath,Trade with  King's Rock,Politoed,,,,"For Poliwag, swimming is easier than walking. The swirl pattern on its belly is actually part of the Pokémon’s innards showing through the skin.",pokemon_images/Poliwag.jpg
61,I,poliwhirl,Nyorozo,water,,Tadpole Pokémon,50.2,49.8,1.0,20.0,120,5120,65,65,65,50,50,90,Water Absorb,Damp,,Swift Swim,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Poliwag,Level,Poliwhirl,Use Water Stone,Poliwrath,Trade with  King's Rock,Politoed,,,,Staring at the swirl on its belly causes drowsiness. This trait of Poliwhirl’s has been used in place of lullabies to get children to go to sleep.,pokemon_images/Poliwhirl.jpg
62,I,poliwrath,Nyorobon,water,fighting,Tadpole Pokémon,50.2,49.8,1.3,54.0,45,5120,90,95,95,70,90,70,Water Absorb,Damp,,Swift Swim,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,0,0,0,Poliwag,Level,Poliwhirl,Use Water Stone,Poliwrath,,,,,,"Its body is solid muscle. When swimming through cold seas, Poliwrath uses its impressive arms to smash through drift ice and plow forward.",pokemon_images/Poliwrath.jpg
63,I,abra,Casey,psychic,,Psi Pokémon,75.49,24.51,0.9,19.5,200,5120,25,20,15,105,55,90,Synchronize,Inner Focus,,Magic Guard,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Abra,Level ,Kadabra,Trade,Alakazam,,,,,,This Pokémon uses its psychic powers while it sleeps. The contents of Abra’s dreams affect the powers that the Pokémon wields.,pokemon_images/Abra.jpg
64,I,kadabra,Yungerer,psychic,,Psi Pokémon,75.49,24.51,1.3,56.5,100,5120,40,35,30,120,70,105,Synchronize,Inner Focus,,Magic Guard,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Abra,Level ,Kadabra,Trade,Alakazam,,,,,,"Using its psychic power, Kadabra levitates as it sleeps. It uses its springy tail as a pillow.",pokemon_images/Kadabra.jpg
65,I,alakazam,Foodin,psychic,,Psi Pokémon,75.49,24.51,1.5,48.0,50,5120,55,50,45,135,95,120,Synchronize,Inner Focus,,Magic Guard,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Abra,Level ,Kadabra,Trade,Alakazam,,,,Mega Alakazam,,"It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.",pokemon_images/Alakazam.jpg
66,I,machop,Wanriky,fighting,,Superpower Pokémon,75.49,24.51,0.8,19.5,180,5120,70,80,50,35,35,35,Guts,No Guard,,Steadfast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Machop,Level ,Machoke,Trade,Machamp,,,,,,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.",pokemon_images/Machop.jpg
67,I,machoke,Goriky,fighting,,Superpower Pokémon,75.49,24.51,1.5,70.5,90,5120,80,100,70,50,60,45,Guts,No Guard,,Steadfast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Machop,Level ,Machoke,Trade,Machamp,,,,,,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",pokemon_images/Machoke.jpg
68,I,machamp,Kairiky,fighting,,Superpower Pokémon,75.49,24.51,1.6,130.0,45,5120,90,130,80,65,85,55,Guts,No Guard,,Steadfast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Machop,Level ,Machoke,Trade,Machamp,,,Gigantamax Machamp,,,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,pokemon_images/Machamp.jpg
69,I,bellsprout,Madatsubomi,grass,poison,Flower Pokémon,50,50,0.7,4.0,255,5120,50,75,35,70,30,40,Chlorophyll,,,Gluttony,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Bellsprout,Level ,Weepinbell,Use Leaf Stone,Victreebel,,,,,,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.,pokemon_images/Bellsprout.jpg
70,I,weepinbell,Utsudon,grass,poison,Flycatcher Pokémon,50,50,1.0,6.4,120,5120,65,90,50,85,45,55,Chlorophyll,,,Gluttony,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Bellsprout,Level ,Weepinbell,Use Leaf Stone,Victreebel,,,,,,"When hungry, it swallows anything that moves. Its hapless prey is dissolved by strong acids.",pokemon_images/Weepinbell.jpg
71,I,victreebel,Utsubot,grass,poison,Flycatcher Pokémon,50,50,1.7,15.5,45,5120,80,105,65,100,70,70,Chlorophyll,,,Gluttony,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Bellsprout,Level ,Weepinbell,Use Leaf Stone,Victreebel,,,,,,"Lures prey with the sweet aroma of honey. Swallowed whole, the prey is dissolved in a day, bones and all.",pokemon_images/Victreebel.jpg
72,I,tentacool,Menokurage,water,poison,Jellyfish Pokémon,50.2,49.8,0.9,45.5,190,5120,40,40,35,50,100,70,Clear Body,Liquid Ooze,,Rain Dish,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Tentacool,Level ,Tentacruel,,,,,,,,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.,pokemon_images/Tentacool.jpg
73,I,tentacruel,Dokukurage,water,poison,Jellyfish Pokémon,50.2,49.8,1.6,55.0,60,5120,80,70,65,80,120,100,Clear Body,Liquid Ooze,,Rain Dish,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Tentacool,Level ,Tentacruel,,,,,,,,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves.",pokemon_images/Tentacruel.jpg
74,I,geodude,Isitsubute,rock,ground,Rock Pokémon,50,50,0.4,20.0,255,3840,40,80,100,30,30,20,Rock Head,Sturdy,,Sand Veil,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,0,0,Geodude,Level,Graveler,Trade,Golem,,,,,,"Commonly found near mountain trails and the like. If you step on one by accident, it gets angry.",pokemon_images/Geodude.jpg
75,I,graveler,Golone,rock,ground,Rock Pokémon,50,50,1.0,105.0,120,3840,55,95,115,45,45,35,Rock Head,Sturdy,,Sand Veil,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,0,0,Geodude,Level,Graveler,Trade,Golem,,,,,,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.",pokemon_images/Graveler.jpg
76,I,golem,Golonya,rock,ground,Megaton Pokémon,50,50,1.4,300.0,45,3840,80,120,130,55,65,45,Rock Head,Sturdy,,Sand Veil,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,0,0,Geodude,Level,Graveler,Trade,Golem,,,,,,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air.",pokemon_images/Golem.jpg
77,I,ponyta,Ponyta,fire,psychic,Fire Horse Pokémon,50.2,49.8,1.0,30.0,190,5120,50,85,55,65,65,90,Run Away,Flash Fire,,Flame Body,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Ponyta,Level,Rapidash,,,,,,,,"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger.",pokemon_images/Ponyta.jpg
78,I,rapidash,Gallop,fire,psychic,Fire Horse Pokémon,50.2,49.8,1.7,95.0,60,5120,65,100,70,80,80,105,Run Away,Flash Fire,,Flame Body,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Ponyta,Level,Rapidash,,,,,,,,"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind.",pokemon_images/Rapidash.jpg
79,I,slowpoke,Yadon,water,psychic,Dopey Pokémon,50.2,49.8,1.2,36.0,190,5120,90,65,65,40,40,15,Oblivious,Own Tempo,,Regenerator,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0,0,0,Slowpoke,Level,Slowbro,Trade with  King's Rock,Slowking,Slowpoke,Use Galarica Cuff,,,,"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either.",pokemon_images/Slowpoke.jpg
80,I,slowbro,Yadoran,water,psychic,Hermit Crab Pokémon,50.2,49.8,1.6,78.5,75,5120,95,75,110,100,80,30,Oblivious,Own Tempo,,Regenerator,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0,0,0,Slowpoke,Level,Slowbro,Trade with  King's Rock,Slowking,Slowpoke,Use Galarica Cuff,,Mega Slowbro,,Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.,pokemon_images/Slowbro.jpg
81,I,magnemite,Coil,electric,steel,Magnet Pokémon,,,0.3,6.0,190,5120,25,35,70,95,55,45,Magnet Pull,Sturdy,,Analytic,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0,0,0,Magnemite,Level ,Magneton,Use Thunder Stone,Magnezone,,,,,,"At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again.",pokemon_images/Magnemite.jpg
82,I,magneton,Rarecoil,electric,steel,Magnet Pokémon,,,1.0,60.0,60,5120,50,60,95,120,70,70,Magnet Pull,Sturdy,,Analytic,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0,0,0,Magnemite,Level ,Magneton,Use Thunder Stone,Magnezone,,,,,,This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings.,pokemon_images/Magneton.jpg
83,I,farfetch'd,Kamonegi,normal,flying,Wild Duck Pokémon,50.2,49.8,0.8,15.0,45,5120,52,90,55,58,62,60,Keen Eye,Inner Focus,,Defiant,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Farfetch'd,Get 3 Critical Hits in one battle,Sirfetch'd,,,,,,,,"The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food.",pokemon_images/Farfetch'd.jpg
84,I,doduo,Dodo,normal,flying,Twin Bird Pokémon,50,50,1.4,39.2,190,5120,35,85,45,35,35,75,Run Away,Early Bird,,Tangled Feet,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Doduo,Level ,Dodrio,,,,,,,,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.",pokemon_images/Doduo.jpg
85,I,dodrio,Dodorio,normal,flying,Triple Bird Pokémon,50,50,1.8,85.2,45,5120,60,110,70,60,60,110,Run Away,Early Bird,,Tangled Feet,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Doduo,Level ,Dodrio,,,,,,,,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,pokemon_images/Dodrio.jpg
86,I,seel,Pawou,water,,Sea Lion Pokémon,50,50,1.1,90.0,190,5120,65,45,55,45,70,45,Thick Fat,Hydration,,Ice Body,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Seel,Level ,Dewgong,,,,,,,,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,pokemon_images/Seel.jpg
87,I,dewgong,Jugon,water,ice,Sea Lion Pokémon,50,50,1.7,120.0,75,5120,90,70,80,70,95,70,Thick Fat,Hydration,,Ice Body,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Seel,Level ,Dewgong,,,,,,,,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",pokemon_images/Dewgong.jpg
88,I,grimer,Betbeter,poison,poison,Sludge Pokémon,50,50,0.9,30.0,190,5120,80,80,50,40,50,25,Stench,Sticky Hold,,Poison Touch,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Grimer,Level,Muk,,,,,,,,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,pokemon_images/Grimer.jpg
89,I,muk,Betbeton,poison,poison,Sludge Pokémon,50,50,1.2,30.0,75,5120,105,105,75,65,100,50,Stench,Sticky Hold,,Poison Touch,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Grimer,Level,Muk,,,,,,,,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",pokemon_images/Muk.jpg
90,I,shellder,Shellder,water,,Bivalve Pokémon,50.2,49.8,0.3,4.0,190,5120,30,65,100,45,25,40,Shell Armor,Skill Link,,Overcoat,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Shellder,Use Water Stone,Cloyster,,,,,,,,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.,pokemon_images/Shellder.jpg
91,I,cloyster,Parshen,water,ice,Bivalve Pokémon,50.2,49.8,1.5,132.5,60,5120,50,95,180,85,45,70,Shell Armor,Skill Link,,Overcoat,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Shellder,Use Water Stone,Cloyster,,,,,,,,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.",pokemon_images/Cloyster.jpg
92,I,gastly,Ghos,ghost,poison,Gas Pokémon,50.2,49.8,1.3,0.1,190,5120,30,35,30,100,35,80,Levitate,,,,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,0,0,0,Gastly,Level ,Haunter,Trade,Gengar,,,,,,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.",pokemon_images/Gastly.jpg
93,I,haunter,Ghost,ghost,poison,Gas Pokémon,50.2,49.8,1.6,0.1,90,5120,45,50,45,115,55,95,Levitate,,,,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,0,0,0,Gastly,Level ,Haunter,Trade,Gengar,,,,,,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes.",pokemon_images/Haunter.jpg
94,I,gengar,Gangar,ghost,poison,Shadow Pokémon,50.2,49.8,1.5,40.5,45,5120,60,65,60,130,75,110,Cursed Body,,,,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,0,0,0,Gastly,Level ,Haunter,Trade,Gengar,,,Gigantamax Gengar,Mega Gengar,,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing.",pokemon_images/Gengar.jpg
95,I,onix,Iwark,rock,ground,Rock Snake Pokémon,50.2,49.8,8.8,210.0,45,6400,35,45,160,30,45,70,Rock Head,Sturdy,,Weak Armor,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,0,0,Onix,Trade with  Metal Coat,Steelix,,,,,,,,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",pokemon_images/Onix.jpg
96,I,drowzee,Sleepe,psychic,,Hypnosis Pokémon,50,50,1.0,32.4,190,5120,60,48,45,43,90,42,Insomnia,Forewarn,,Inner Focus,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Drowzee,Level ,Hypno,,,,,,,,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past.",pokemon_images/Drowzee.jpg
97,I,hypno,Sleeper,psychic,,Hypnosis Pokémon,50,50,1.6,75.6,75,5120,85,73,70,73,115,67,Insomnia,Forewarn,,Inner Focus,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Drowzee,Level ,Hypno,,,,,,,,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.,pokemon_images/Hypno.jpg
98,I,krabby,Crab,water,,River Crab Pokémon,50.2,49.8,0.4,6.5,225,5120,30,105,90,25,25,50,Hyper Cutter,Shell Armor,,Sheer Force,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Krabby,Level ,Kingler,,,,,,,,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,pokemon_images/Krabby.jpg
99,I,kingler,Kingler,water,,Pincer Pokémon,50.2,49.8,1.3,60.0,60,5120,55,130,115,50,50,75,Hyper Cutter,Shell Armor,,Sheer Force,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Krabby,Level ,Kingler,,,,,Gigantamax Kingler,,,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",pokemon_images/Kingler.jpg
100,I,voltorb,Biriridama,electric,,Ball Pokémon,,,0.5,10.4,190,5120,40,30,50,55,55,100,Soundproof,Static,,Aftermath,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Voltorb,Level ,Electrode,,,,,,,,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.,pokemon_images/Voltorb.jpg
101,I,electrode,Marumine,electric,,Ball Pokémon,,,1.2,66.6,60,5120,60,50,70,80,80,150,Soundproof,Static,,Aftermath,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Voltorb,Level ,Electrode,,,,,,,,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.,pokemon_images/Electrode.jpg
102,I,exeggcute,Tamatama,grass,psychic,Egg Pokémon,50.2,49.8,0.4,2.5,90,5120,60,40,80,60,45,40,Chlorophyll,,,Harvest,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Exeggcute,Use Leaf Stone,Exeggutor,,,,,,,,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently.",pokemon_images/Exeggcute.jpg
103,I,exeggutor,Nassy,grass,psychic,Coconut Pokémon,50.2,49.8,2.0,120.0,45,5120,95,95,85,125,75,55,Chlorophyll,,,Frisk- Harvest,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Exeggcute,Use Leaf Stone,Exeggutor,,,,,,,,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,pokemon_images/Exeggutor.jpg
104,I,cubone,Karakara,ground,,Lonely Pokémon,50.2,49.8,0.4,6.5,190,5120,50,50,95,40,50,35,Rock Head,Lightning Rod,,Battle Armor,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,Cubone,Level,Marowak,,,,,,,,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",pokemon_images/Cubone.jpg
105,I,marowak,Garagara,ground,fire,Bone Keeper Pokémon,50.2,49.8,1.0,45.0,75,5120,60,80,110,50,80,45,Rock Head,Lightning Rod,,Battle Armor,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,Cubone,Level,Marowak,,,,,,,,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon.",pokemon_images/Marowak.jpg
106,I,hitmonlee,Sawamular,fighting,,Kicking Pokémon,100,0,1.5,49.8,45,6400,50,120,53,35,110,87,Limber,Reckless,,Unburden,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Tyrogue,Attack > Defence at Level 20,Hitmonlee,,,,,,,,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.,pokemon_images/Hitmonlee.jpg
107,I,hitmonchan,Ebiwalar,fighting,,Punching Pokémon,100,0,1.4,50.2,45,6400,50,105,79,35,110,76,Keen Eye,Iron Fist,,Inner Focus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,Tyrogue,Attack < Defence at Level 20,Hitmonchan,,,,,,,,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn.",pokemon_images/Hitmonchan.jpg
108,I,lickitung,Beroringa,normal,,Licking Pokémon,50.2,49.8,1.2,65.5,45,5120,90,55,75,60,75,30,Own Tempo,Oblivious,,Cloud Nine,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Lickitung,Level up while knowing  Rollout,Lickilicky,,,,,,,,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",pokemon_images/Lickitung.jpg
109,I,koffing,Dogars,poison,,Poison Gas Pokémon,50.2,49.8,0.6,1.0,190,5120,40,65,95,60,45,35,Levitate,Neutralizing Gas,,Stench,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Koffing,Level,Weezing,,,,,,,,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.",pokemon_images/Koffing.jpg
